cliente,edad,flag_visita_unica,indicador_frecuencia_find_semana,indicador_frecuencia_semana,indicador_genero_mas_visto,incidencia_personal_dulceria,Numero_entradas_compradas_moda,TP_boleteria,indicador_nro_visitas_mes,indicador_estreno,indicador_promocion_especiales,indicador_promocion_nino,indicador_upselling_combo,canal_venta_preferido,indicador_cliente_prime,indicador_cliente_xtreme,total_dulceria,total_boleteria,canti_visitas_periodo,tp_cliente_dulceria,PROMEDIO_ENTRADAS_COMPRADAS,Nro_entradas_totales_comprada,TP_dul_por_entrada
190,23,0,0.75,0.25,Terror,0.75,2,18,0,0.5,0.4444,0.25,0.4,Complejos,0,0,215,90,4,43,1.8,9,23.89
191,34,0,0.1053,0.8947,Accion,0.74,2,18,0,0.7895,0,0,0.75,Tienda Web,0,0,539,342,19,33.6875,2.1053,40,13.47
192,55,1,1,0,Terror,0,3,18,0,1,0,0,0,Complejos,0,0,0,18,1,0,3,3,0
193,63,0,0.5,0.5,Aventura,0,3,19.1667,0,0.5,0.8,0,1,Complejos,0,0,35,57.5,2,35,1.6667,5,7
194,25,1,1,0,Comedia,0,4,4.15,0,0,0.5,0,0,Complejos,0,0,0,16.6,1,0,1,4,0
195,22,0,0.25,0.75,Terror,0.75,2,18,1,1,0.375,0,0,Complejos,0,0,113,90,4,28.25,1.6,8,14.13
196,44,0,0.25,0.75,Dibujo animado,0.92,2,32.15,0,0.5385,0.125,0.0833,0.3636,Tienda Web,0.05,0,352,643,12,32,2,40,8.8
197,25,0,1,0,Dibujo animado,1,2,22.375,0,0,0.5714,0.3333,0.6667,Complejos,0,0,350.5,89.5,3,58.4167,1.75,7,50.07
198,44,1,0,1,Terror,0,3,15,0,1,0,0,1,Complejos,0,0,35.5,15,1,35.5,3,3,11.83
199,67,0,0.5556,0.4444,Drama,0,2,44.3333,1,0.1111,0,0.1111,0,Tienda Web,0,0,0,399,9,0,2.5556,23,0
200,24,0,0.3333,0.6667,Aventura,1,2,22.5,0,0.6667,0.5714,0,0.3333,Complejos,0,0,111.5,90,3,37.1667,1.75,7,15.93
201,20,1,1,0,Familiar,1,2,24,0,0,1,0,0,Complejos,0,0,22,24,1,22,2,2,11
202,29,1,0,1,Ciencia Ficcion,0,2,24,1,1,0,0,0,Complejos,0,0,0,24,1,0,2,2,0
203,40,1,1,0,Aventura,0,2,36,0,0,1,0,0,Complejos,0,0,0,36,1,0,2,2,0
204,19,0,0.3333,0.6667,Aventura,0.17,2,19.4167,0,0.6667,0.4615,0,1,Complejos,0,0.1667,32,116.5,6,32,2.1667,13,2.46
205,25,0,0.5,0.5,Accion,0.5,2,15.5,0,0.5,0,0,1,Complejos,0,0,18,31,2,18,2,4,4.5
206,28,0,0.381,0.619,Ciencia Ficcion,0.48,2,25.3269,1,0.3333,0.0377,0,0.5455,Tienda Web,0,0,268,658.5,21,24.3636,2.0385,53,5.06
207,28,0,0.36,0.64,Comedia,0.92,2,19.7206,0,0.6,0.4516,0.04,0.0714,Complejos,0,0.0294,503.5,670.5,25,17.9821,1.8235,62,8.12
208,55,0,0.3333,0.6667,Accion,0.33,1,17.0833,0,0.3333,0,0,0,Tienda Web,0,0,93.5,102.5,6,23.375,1.3333,8,11.69
209,24,0,1,0,Comedia,0.67,2,26.125,0,0.6667,1,0,1,Complejos,0,0,58,104.5,3,29,1.75,7,8.29
210,22,0,0.3333,0.6667,Ciencia Ficcion,0.67,2,24,1,0,0.6667,0.3333,0.5,Complejos,0,0,40,96,3,20,2.25,9,4.44
211,24,0,0.5,0.5,Dibujo animado,0,4,24.8188,0,0.1667,0.381,0,0.5,Tienda Web,0,0,106.5,198.55,6,26.625,2.625,21,5.07
212,33,0,0,1,Dibujo animado,0,2,11.7778,0,0.3333,0.3182,0,0,Complejos,0,0,0,106,9,0,2.4444,22,0
213,42,0,1,0,Ciencia Ficcion,0,3,72,0,0.3333,1,0,0,Complejos,0,0,0,216,3,0,3,9,0
214,48,0,0.5,0.5,Terror,0,2,13.6,0,0,1,0,0,Tienda Web,0,0,19,40.8,2,19,1.3333,4,4.75
215,58,1,0,1,Thriller,0,3,75,1,0,1,0,0,Complejos,0,0,0,75,1,0,3,3,0
216,26,0,0.25,0.75,Ciencia Ficcion,0.5,2,24.32,0,0,0.2,0,0,Tienda Web,0,0,86.5,121.6,4,28.8333,2,10,8.65
217,35,0,0.4737,0.5263,Drama,0.89,2,21.6207,0,0.6111,0.3191,0.0526,0.4444,Complejos,0,0,272.5,627,19,15.1389,1.6207,47,5.8
218,24,0,0,1,Comedia,0.75,1,22.125,0,0.25,0,0,0.25,Tienda Web,0,0,114,88.5,4,28.5,1.75,7,16.29
219,55,0,0,1,Comedia,0.5,3,31.5,0,0,1,0,0,Complejos,0,0,25,63,2,25,2.5,5,5
220,17,1,0,1,Terror,1,4,58,0,1,1,0,1,Complejos,0,0,40.5,58,1,20.25,4,4,10.13
221,27,1,0,1,Dibujo animado,1,4,36.5,0,1,0.5,1,0.5,Complejos,0,0,96.5,73,1,48.25,2,4,24.13
222,38,0,0,1,Comedia,0.3,2,10.45,0,0.1,0.4211,0,0.6,Complejos,0,0,120.5,125.4,10,24.1,1.5833,19,6.34
223,35,1,1,0,Aventura,1,1,19,0,0,0,1,0.5,Complejos,0,0,52,19,1,26,1,1,52
224,53,1,0,1,Ciencia Ficcion,0,4,40,0,0,1,0,0,Complejos,0,0,0,40,1,0,4,4,0
225,43,0,0.5,0.5,Ciencia Ficcion,0.5,2,43.5,0,0.5,0.5,0,0,Complejos,0,0,17,87,2,17,2,4,4.25
226,25,0,0.2727,0.7273,Ciencia Ficcion,0.64,2,15.2917,2,0.4545,0.2609,0,0.6667,Complejos,0,0,180.5,183.5,11,20.0556,1.9167,23,7.85
227,22,1,0,1,Accion,0,1,9.5,0,1,1,0,0,Complejos,0,0,0,9.5,1,0,1,1,0
228,28,0,0.7,0.3,Ciencia Ficcion,0.3,2,23.8,0,0.3333,0.12,0,1,Tienda Web,0,0,54.5,285.6,10,10.9,2.0833,25,2.18
229,46,1,1,0,Accion,1,3,51,0,1,1,0,1,Complejos,0,0,42,51,1,42,3,3,14
230,29,1,0,1,Drama,0,2,10,0,0,0,0,0,Complejos,0,0,0,10,1,0,2,2,0
231,27,0,0,1,Familiar,0,3,26.5,0,0.6667,0.25,0,0,Complejos,0,0,30.5,106,3,30.5,2,8,3.81
232,21,0,0.5,0.5,Terror,0,1,12.25,0,1,0.8571,0.5,0,Complejos,0,0,0,49,2,0,1.75,7,0
233,17,0,1,0,Dibujo animado,0.75,2,24,0,0.25,1,0,1,Complejos,0,0,79,96,4,26.3333,2,8,9.88
234,26,0,0.5,0.5,Familiar,0.5,2,40.2,0,0.75,0.8889,0,1,Complejos,0,0,103,201,4,34.3333,1.8,9,11.44
235,28,1,0,1,Aventura,1,2,22,0,0,0,0,0,Tienda Web,0,0,16.5,22,1,16.5,2,2,8.25
236,36,1,0,1,Ciencia Ficcion,0,8,84,0,1,1,0,0,Complejos,0,0,0,84,1,0,8,8,0
237,18,0,0.5,0.5,Ciencia Ficcion,0.5,5,62,0,0.5,1,0,0,Complejos,0,0,26,124,2,26,3.5,7,3.71
238,32,0,0,1,Familiar,1,1,14.875,0,0.3333,0.7143,0,0.25,Complejos,0,0,104,59.5,3,26,1.75,7,14.86
239,21,0,0.7778,0.2222,Terror,0.11,3,11.8353,0,0,0.6429,0,1,Tienda Web,0,0,27,201.2,9,13.5,1.6471,28,0.96
240,25,0,0.2,0.8,Thriller,0.6,2,13.5,0,0.6,0.4545,0.2,0.6667,Complejos,0,0,56.5,94.5,5,18.8333,1.5714,11,5.14
241,30,0,0.4,0.6,Comedia,0.6,2,27.1667,0,0.1111,0.2759,0.1,0.8,Complejos,0,0,433.5,326,10,43.35,2.4167,29,14.95
242,17,1,0,1,Ciencia Ficcion,0,4,32,0,1,0,0,0,Complejos,0,0,0,32,1,0,4,4,0
243,67,0,0.5,0.5,Drama,0.5,2,14.5,0,0,0,0,0,Complejos,0,0,16,29,2,16,2,4,4
244,23,0,0.25,0.75,Ciencia Ficcion,0.44,2,25.8762,0,0.6316,0.0227,0.0625,0.2857,Tienda Web,0,0,217,543.4,16,31,2.0952,44,4.93
245,39,0,1,0,Accion,0.5,4,39,0,0.5,0.7778,0.5,1,Complejos,0,0,11.5,156,2,11.5,2.25,9,1.28
246,46,0,0.0526,0.9474,Comedia,0.89,2,28.9792,0,0.6316,0.1282,0,0.5,Tienda Web,0.3333,0,641.5,695.5,19,35.6389,1.625,39,16.45
247,19,0,0.5,0.5,Accion,0,8,4.6667,0,0,0.4444,0,0,Tienda Web,0,0,84.5,42,2,28.1667,1,9,9.39
248,22,0,0.3333,0.6667,Accion,0.93,1,10.5469,0,0.25,0.0513,0,0,Tienda Web,0,0,355.5,337.5,27,12.6964,1.2188,39,9.12
249,27,0,0.3636,0.6364,Accion,0.82,2,26.9167,0,0.5455,0,0,0.3636,Tienda Web,0,0,256,323,11,23.2727,2.0833,25,10.24
250,47,0,0.2,0.8,Familiar,0,6,24.8333,0,0.25,0.0833,0,0,Complejos,0,0,0,149,5,0,4,24,0
251,35,0,0.8571,0.1429,Accion,0.86,2,29.8,1,0.5714,0.4,0,0,Complejos,0,0,225.5,298,7,28.1875,1.5,15,15.03
252,24,0,0.5,0.5,Thriller,0.5,3,33,0,0.5,0.6,0,0,Complejos,0,0,28.5,66,2,28.5,2.5,5,5.7
253,40,0,0,1,Ciencia Ficcion,0.5,3,17.2,0,0,0.3333,0.5,0,Complejos,0,0,26,86,2,26,1.2,6,4.33
254,22,0,0.6667,0.3333,Terror,0.67,1,26.875,0,0.3333,0.5,0.3333,0.5,Complejos,0,0,56.5,107.5,3,28.25,1.5,6,9.42
255,51,0,0,1,Thriller,0.5,4,19.8333,0,0.5,0.8333,0,0,Complejos,0,0,30.5,59.5,2,30.5,2,6,5.08
256,41,0,0.5,0.5,Terror,1,2,10.7667,0,0,0.25,0,0.3333,Complejos,0,0,73,32.3,2,24.3333,1.3333,4,18.25
257,39,0,0.5,0.5,Familiar,0,6,43.5,0,0,0,0,1,Complejos,0,0,76,87,2,38,6,12,6.33
258,25,0,0,1,Ciencia Ficcion,0.5,2,29.75,0,1,0.7143,0,1,Complejos,0,0,50.5,59.5,2,50.5,3.5,7,7.21
259,26,1,0,1,Ciencia Ficcion,0,2,27,1,0,1,0,0,Complejos,0,0,29,27,1,29,2,2,14.5
260,43,0,0,1,Dibujo animado,0.67,5,31.25,0,0.3333,0.5,0.3333,0.5,Complejos,0,0,63,125,3,31.5,2.5,10,6.3
261,20,0,0.08,0.92,Terror,0.36,2,15.197,0,0.4815,0.1176,0.04,0,Tienda Web,0,0,253,501.5,25,25.3,1.5455,51,4.96
262,44,0,1,0,Ciencia Ficcion,0.33,4,18,0,0.6667,0.75,0.3333,0,Complejos,0,0,56,108,3,56,2,12,4.67
263,33,0,0.4063,0.5938,Ciencia Ficcion,0.5,2,23.6,2,0.5161,0.029,0,0.0588,Tienda Web,0,0,306.5,802.4,32,18.0294,2.0294,69,4.44
264,24,0,0.1429,0.8571,Terror,1,2,22.4375,0,0.5714,0.6,0,0.4286,Complejos,0,0.125,145,179.5,7,20.7143,1.875,15,9.67
265,31,0,1,0,Animacion,0,3,14,0,0.3333,0.6,0.3333,0,Complejos,0,0,0,70,3,0,2,10,0
266,26,1,0,1,Drama,1,2,8.25,0,0,0,0,1,Complejos,0,0,34,16.5,1,34,1,2,17
267,36,0,0.1111,0.8889,Familiar,0.83,3,20.3462,2,0.7778,0,0.0556,0.2667,Tienda Web,0,0,445,529,18,29.6667,2.8077,73,6.1
268,47,0,0,1,Accion,0.33,4,26.25,2,0.3333,0.5,0,0,Complejos,0,0,31,105,3,31,3,12,2.58
269,32,1,0,1,Familiar,1,2,23,0,0,1,0,0,Complejos,0,0,27,23,1,27,2,2,13.5
270,64,0,1,0,Dibujo animado,1,2,21,0,0,0,0,0,Complejos,0,0,66,42,2,33,2,4,16.5
271,25,0,0.3,0.7,Ciencia Ficcion,0.4,2,25.18,1,0.5,0.2,0,0.8333,Tienda Web,0,0,179.5,251.8,10,29.9167,2,20,8.97
272,32,1,0,1,Animacion,1,3,24,1,0,1,0,0,Complejos,0,0,5.5,24,1,5.5,3,3,1.83
273,36,1,1,0,Terror,0,4,52,1,1,0,0,0,Tienda Web,0,0,0,52,1,0,4,4,0
274,44,0,0.5,0.5,Comedia,1,2,25,1,1,1,0,0.3333,Complejos,0,0,104.5,50,2,34.8333,2,4,26.13
275,25,1,0,1,Ciencia Ficcion,0,2,16,0,1,0,0,0,Complejos,0,0,0,16,1,0,2,2,0
276,67,1,0,1,Dibujo animado,1,2,16,0,1,0,1,0,Complejos,0,0,18.5,32,1,18.5,1,2,9.25
277,32,1,0,1,Animacion,1,6,39.75,0,0,0.5,1,0,Complejos,0,0,30,79.5,1,30,3,6,5
278,36,1,0,1,Familiar,0,2,26,0,0,0,0,0,Complejos,0,0,0,26,1,0,2,2,0
279,33,0,0.5556,0.4444,Ciencia Ficcion,0.78,2,51.0455,0,0.5556,0.2222,0.1111,0.7143,Tienda Web,0,0.0909,228,561.5,9,32.5714,3.2727,36,6.33
280,28,0,0.3333,0.6667,Dibujo animado,0.33,3,14.7,0,0.3333,0.4444,0.3333,1,Complejos,0,0,9.5,73.5,3,9.5,1.8,9,1.06
281,44,1,1,0,Ciencia Ficcion,1,5,65,0,1,1,0,0,Complejos,0,0,63,65,1,63,5,5,12.6
282,51,0,0.6,0.4,Ciencia Ficcion,1,4,57.5,1,0.4,0.7619,0.2,0.5,Complejos,0,0,303,460,5,50.5,2.625,21,14.43
283,23,1,1,0,Comedia,0,1,15,0,1,1,0,0,Complejos,0,0,0,15,1,0,1,1,0
284,23,0,0.1667,0.8333,Terror,0.43,1,20.3333,0,0.68,0.1176,0.0333,0.2308,Tienda Web,0,0,437,671,30,33.6154,2.0606,68,6.43
285,50,1,1,0,Accion,0,3,69,0,1,1,0,0,Complejos,0,0,0,69,1,0,3,3,0
286,40,0,0.6667,0.3333,Comedia,0.33,3,32,0,0.3333,0.3333,0.3333,1,Complejos,0,0,45,192,3,45,1.5,9,5
287,44,0,0.3333,0.6667,Dibujo animado,0.67,2,22.375,0,0.6667,0.5,0.1667,0.5,Complejos,0,0,179.5,268.5,6,29.9167,1.5,18,9.97
288,29,0,0.6667,0.3333,Terror,0,2,14.6667,0,0.6667,0.5714,0,0,Complejos,0,0,0,44,3,0,2.3333,7,0
289,42,0,0.7273,0.2727,Thriller,0.64,2,39.4615,1,0.9091,0.24,0.0909,0.625,Tienda Web,0.0769,0,255,513,11,31.875,1.9231,25,10.2
290,44,1,0,1,Dibujo animado,1,3,22,0,1,0.6667,1,0,Complejos,0,0,33,44,1,33,1.5,3,11
291,59,0,1,0,Familiar,0,1,10.75,1,0,0.25,0.2,0,Complejos,0,0,0,64.5,5,0,0.6667,4,0
292,29,0,0.6667,0.3333,Animacion,0.33,2,21,0,1,0.8,0.3333,0,Complejos,0,0,53,84,3,17.6667,1.25,5,10.6
293,36,0,0.5,0.5,Ciencia Ficcion,1,2,24.6667,0,0.5,0.25,0.5,0.5,Complejos,0,0,53,74,2,26.5,1.3333,4,13.25
294,20,0,1,0,Terror,0,2,35,0,0.5,1,0,0,Complejos,0,0,0,70,2,0,2,4,0
295,26,0,0,1,Dibujo animado,0.67,3,21.75,0,0.5,0.2857,0,0.1111,Complejos,0,0,216.5,304.5,12,24.0556,2,28,7.73
296,37,1,1,0,Ciencia Ficcion,0,2,28,0,1,1,0,0,Complejos,0,0,0,28,1,0,2,2,0
297,39,1,1,0,Dibujo animado,0,2,8,0,0,0.5,1,0,Complejos,0,0,0,16,1,0,1,2,0
298,32,0,0.2308,0.7692,Ciencia Ficcion,0.62,2,16.4375,1,0.3846,0.5,0.0769,0.5556,Complejos,0,0,241.5,263,13,26.8333,1.75,28,8.63
299,49,0,0.3077,0.6923,Accion,0.85,2,23.6667,0,0.9231,0.7308,0,0.8182,Complejos,0,0,379,355,13,34.4545,1.7333,26,14.58
300,48,0,1,0,Aventura,1,5,40.9375,0,0.25,0.375,0.25,1,Complejos,0,0,156,327.5,4,39,3,24,6.5
301,26,0,0.5,0.5,Musical,1,2,31,0,0.5,1,0,0,Complejos,0,0,52,62,2,26,2,4,13
302,75,0,0.5,0.5,Drama,0,2,34,0,0.25,0,0,0,Complejos,0,0,0,136,4,0,2,8,0
303,33,1,0,1,Drama,1,2,22.5,0,0,0.5,1,1,Complejos,0,0,55,45,1,55,1,2,27.5
304,28,1,0,1,Terror,1,2,10,1,0,0,0,0,Tienda Web,0,0,27.5,10,1,27.5,2,2,13.75
305,24,0,0.1579,0.8421,Ciencia Ficcion,0.32,2,17.2783,0,0.5263,0.1702,0,0.2857,Tienda Web,0,0,175,397.4,19,25,2.0435,47,3.72
306,24,0,0.2727,0.7273,Accion,0.91,2,18.6667,1,0.5455,0.2955,0,0.1364,Complejos,0.0417,0,512,448,22,23.2727,1.8333,44,11.64
307,28,1,0,1,Comedia,1,2,40,0,0,0,0,1,Complejos,1,0,57,40,1,57,2,2,28.5
308,43,1,0,1,Thriller,1,1,6.5,0,0,0,0,0.6667,Complejos,0,0,130,6.5,1,43.3333,1,1,130
309,33,0,0.8,0.2,Accion,0.6,2,23.9286,0,0.4,0.25,0,0.3333,Complejos,0,0.1429,76.5,167.5,5,25.5,1.7143,12,6.38
310,36,0,0,1,Ciencia Ficcion,1,3,33.25,1,1,0.6,0,1,Complejos,0,0,58.5,66.5,2,29.25,2.5,5,11.7
311,36,1,1,0,Thriller,1,3,58.5,0,0,1,0,0,Complejos,0,0,29,58.5,1,29,3,3,9.67
312,22,0,0,1,Ciencia Ficcion,0.4,2,16.3333,0,0.6,0.5,0,0.25,Complejos,0,0,35,98,5,8.75,2.3333,14,2.5
313,19,1,0,1,Ciencia Ficcion,1,3,15.5,0,0,0.6667,0,0,Complejos,0,0,29,31,1,29,1.5,3,9.67
314,37,0,1,0,Ciencia Ficcion,0.5,7,50.75,0,1,0.5385,0.5,1,Complejos,0,0,76.5,203,2,76.5,3.25,13,5.88
315,29,1,0,1,Dibujo animado,1,2,19,0,0,0,0,0,Complejos,0,0,53,19,1,26.5,2,2,26.5
316,43,1,1,0,Familiar,0,2,30,0,0,1,0,0,Complejos,0,0,0,30,1,0,2,2,0
317,57,0,0,1,Musical,0.5,2,23.5,0,0,0.6667,0,1,Complejos,0,0,47.5,47,2,47.5,3,6,7.92
318,18,0,0,1,Drama,0,5,33.75,0,0.5,0.5,0,0,Complejos,0,0,0,67.5,2,0,5,10,0
319,22,1,0,1,Dibujo animado,0,4,22,0,1,1,0,0,Complejos,0,0,0,22,1,0,4,4,0
320,25,0,0.5,0.5,Terror,0.5,2,12.5,0,0.5,0.5,0,1,Complejos,0,0,31,25,2,31,2,4,7.75
321,26,0,0.2188,0.7813,Ciencia Ficcion,0.56,2,13.7073,0,0.4828,0.4409,0.0313,0.7391,Complejos,0,0,869,562,32,37.7826,2.2683,93,9.34
322,48,0,0.8333,0.1667,Accion,0.67,2,25.0833,1,0,0.6,0,1,Complejos,0,0,351.5,150.5,6,23.4333,1.6667,10,35.15
323,23,0,0.3333,0.6667,Familiar,0.67,2,19.5,0,0.3333,1,0,0,Complejos,0,0,50,78,3,25,1.5,6,8.33
324,24,0,0.2,0.8,Accion,0.4,3,23.3,0,0.6,0.1,0,0.5,Complejos,0,0,46,116.5,5,23,2,10,4.6
325,36,0,0.5,0.5,Ciencia Ficcion,0,2,25.5,0,0.5,1,0,0,Complejos,0,0,0,51,2,0,1.5,3,0
326,35,1,1,0,Terror,0,5,33,0,1,0.6,1,0,Complejos,0,0,0,66,1,0,2.5,5,0
327,22,1,1,0,Thriller,1,2,50,1,0,1,0,1,Complejos,0,0,25.5,50,1,25.5,2,2,12.75
328,29,0,0,1,Accion,0.17,2,14.6111,0,0.3333,0.6667,0,0,Complejos,0,0,5.5,131.5,6,5.5,1.6667,15,0.37
329,18,1,0,1,Drama,1,2,21,0,1,0,0,0,Complejos,0,0,19,21,1,19,2,2,9.5
330,38,1,1,0,Drama,1,2,30,0,0,1,0,1,Complejos,0,0,8,30,1,8,2,2,4
331,19,1,0,1,Ciencia Ficcion,0,2,21,0,1,0,0,0,Complejos,0,0,0,21,1,0,2,2,0
332,32,1,0,1,Ciencia Ficcion,1,2,20,1,0,1,0,1,Complejos,0,0,20,20,1,20,2,2,10
333,38,0,0.5,0.5,Ciencia Ficcion,0.5,2,70,0,0,0,0,0.5,Complejos,0.5,0,185,140,2,92.5,3,6,30.83
334,32,1,0,1,Thriller,0,3,45,0,1,1,0,0,Complejos,0,0,0,45,1,0,3,3,0
335,15,0,0.75,0.25,Ciencia Ficcion,0,1,17.6,0,0.6,1,0,0,Complejos,0,0,0,88,4,0,1.6,8,0
336,53,0,0.4545,0.5455,Comedia,0.64,2,22.2136,0,0.1818,0,0,0,Tienda Web,0,0,231.5,244.35,11,28.9375,2.2727,25,9.26
337,36,1,0,1,Ciencia Ficcion,0,2,27,0,0,0,0,0,Tienda Web,0,0,0,27,1,0,2,2,0
338,41,0,0.5,0.5,Thriller,0.5,4,26.4,1,0.5,1,0,1,Complejos,0,0,12,52.8,2,12,3,6,2
339,45,0,0,1,Ciencia Ficcion,0.6,3,18.75,3,0,0.1818,0,0.5,Tienda Web,0,0,119,112.5,5,29.75,1.8333,11,10.82
340,26,1,1,0,Terror,1,2,35,0,0,1,0,0,Complejos,0,0,27,35,1,27,2,2,13.5
341,33,0,0.8,0.2,Terror,0.8,3,25.3571,0,0.2,0.5333,0.2,0.25,Complejos,0,0,97,177.5,5,24.25,2.1429,15,6.47
342,43,0,1,0,Drama,1,3,16.5,0,0,0.6,0.5,1,Complejos,0,0,53,66,2,26.5,1.25,5,10.6
343,39,0,1,0,Animacion,1,5,29.8333,0,0,0.2222,0.5,0.8333,Complejos,0,0,338,89.5,2,56.3333,3,9,37.56
344,37,0,0,1,Accion,0.67,3,45.375,0,0.3333,0,0.3333,0.5,Complejos,0.25,0,307.5,181.5,3,76.875,3,12,25.63
345,37,0,0,1,Ciencia Ficcion,1,2,19.2857,0,0.4545,0.3913,0,0.125,Complejos,0,0,528,270,11,33,1.6429,23,22.96
346,51,0,0.25,0.75,Comedia,0.38,2,22.05,1,0.875,0.1667,0,0,Tienda Web,0,0,82.5,220.5,8,27.5,1.8,18,4.58
347,20,1,0,1,Terror,0,1,8.5,1,1,1,0,0,Complejos,0,0,0,8.5,1,0,1,1,0
348,30,0,0.25,0.75,Dibujo animado,0,1,12.75,0,0.5,0.4286,0,0.6667,Complejos,0,0,54.5,51,4,18.1667,1.75,7,7.79
349,28,0,0.6,0.4,Accion,1,2,23,0,1,0.4,0,0.375,Complejos,0,0.1667,240,138,5,30,1.6667,10,24
350,46,0,0.3333,0.6667,Comedia,0.33,2,25.75,2,1,0.7778,0.3333,0,Complejos,0,0,5.5,103,3,5.5,2.25,9,0.61
351,27,1,0,1,Aventura,1,2,13,0,0,1,0,1,Complejos,0,0,16,13,1,16,2,2,8
352,41,0,0.2549,0.7451,Comedia,0.86,2,13.8169,0,0.5,0.1818,0,0.22,Tienda Web,0,0.013,1198,1063.9,51,23.96,1.5714,121,9.9
353,29,0,0,1,Thriller,0,2,18,0,0,0,0,0,Tienda Web,0,0,0,36,2,0,2,4,0
354,38,0,0.5,0.5,Ciencia Ficcion,0.83,4,26.0417,0,0.6667,0.24,0.1667,0.6,Complejos,0,0,314.5,312.5,6,62.9,2.0833,25,12.58
355,23,0,0.2857,0.7143,Ciencia Ficcion,0.29,2,21.2857,1,0.2857,0,0,1,Tienda Web,0,0,37.5,149,7,12.5,2.5714,18,2.08
356,45,0,0,1,Terror,0,4,10.375,0,0,0.5,0.5,0,Complejos,0,0,0,41.5,2,0,1.5,6,0
357,25,1,0,1,Terror,0,2,24,0,0,0,0,0,Complejos,0,0,0,24,1,0,2,2,0
358,38,1,1,0,Dibujo animado,0,3,12.5,0,1,0.3333,1,0,Complejos,0,0,0,25,1,0,1.5,3,0
359,43,1,1,0,Ciencia Ficcion,0,2,56,1,0,1,0,1,Complejos,0,0,39,56,1,39,2,2,19.5
360,32,0,0,1,Aventura,0.33,5,20.75,0,0.3333,0.875,0,1,Complejos,0,0,4.5,83,3,4.5,2,8,0.56
361,19,1,0,1,Ciencia Ficcion,1,2,27,1,1,1,0,0,Complejos,0,0,83.5,27,1,27.8333,2,2,41.75
362,30,1,0,1,Accion,0,1,0,0,0,1,0,0,Complejos,0,0,0,0,1,0,1,1,0
363,25,0,0.25,0.75,Accion,0.63,2,26.375,0,0.875,0.7647,0,0.8333,Complejos,0,0,127.5,211,8,21.25,2.125,17,7.5
364,41,0,0.2927,0.7073,Ciencia Ficcion,0.1,1,11.6603,0,0.2174,0.1026,0,0.75,Tienda Web,0,0,88.5,676.3,41,22.125,1.3448,78,1.13
365,60,0,0.6667,0.3333,Comedia,0,2,17.3333,2,0.6667,0,0,0,Complejos,0,0,0,52,3,0,2,6,0
366,24,0,0.3333,0.6667,Animacion,0.67,2,11.5,1,0.3333,0.5,0.3333,0,Complejos,0,0,61.5,69,3,30.75,1,6,10.25
367,23,0,0.0769,0.9231,Comedia,0.54,2,24.125,2,0.6154,0.5455,0.0769,0.75,Complejos,0,0,383.5,386,13,31.9583,2.0625,33,11.62
368,26,0,0.5429,0.4571,Accion,0.86,2,30.5526,0,0.8,0.4265,0,0.1613,Complejos,0,0.0263,621.5,1161,35,20.0484,1.7895,68,9.14
369,28,0,0,1,Ciencia Ficcion,1,2,19,0,0.5,1,0,0.25,Complejos,0,0,121,38,2,30.25,2,4,30.25
370,39,1,1,0,Accion,1,4,14.1667,0,0,0.75,1,0,Complejos,0,0,10,42.5,1,10,1.3333,4,2.5
371,25,0,0.0588,0.9412,Ciencia Ficcion,0.74,2,13.9643,0,0.697,0.1579,0,0.1667,Tienda Web,0,0,542,586.5,34,18.0667,1.8095,76,7.13
372,52,1,1,0,Terror,0,4,108,0,0,1,0,0,Complejos,0,0,0,108,1,0,4,4,0
373,31,0,0,1,Accion,0.6,1,12.6,0,0.6,0.6667,0,0.3333,Complejos,0,0,56.5,63,5,18.8333,1.2,6,9.42
374,41,0,0.3273,0.6727,Accion,0.33,2,24.8565,0,0.76,0.2602,0,0.7,Complejos,0,0,488,1715.1,55,24.4,1.7826,123,3.97
375,29,1,1,0,Terror,1,3,18,0,0,0,0,0.5,Complejos,0,0,66,18,1,33,3,3,22
376,36,0,1,0,Terror,0.33,1,16.3333,0,1,1,0,1,Complejos,0,0,27,49,3,27,1,3,9
377,46,1,1,0,Comedia,1,2,22,1,0,1,0,0,Complejos,0,0,21,22,1,21,2,2,10.5
378,39,0,0.4118,0.5882,Accion,0.82,2,20.27,2,0.5625,0.0789,0.0588,0.2667,Tienda Web,0,0,443,405.4,17,29.5333,1.9,38,11.66
379,35,0,0.2,0.8,Animacion,0.6,3,43.2,1,0,0,0,0,Tienda Web,0,0,86.5,216,5,28.8333,4.2,21,4.12
380,49,0,0.2,0.8,Ciencia Ficcion,0.8,2,19.1667,1,0.6,0.9167,0,0,Complejos,0,0,108,115,5,27,2,12,9
381,27,1,0,1,Terror,1,2,31,0,1,1,0,0.6667,Complejos,0,0,61,31,1,20.3333,2,2,30.5
382,32,0,0.3626,0.6374,Terror,0.99,2,17.9664,0,0.8481,0.6102,0,0.03,Complejos,0,0,1975,2138,91,19.75,1.4874,177,11.16
383,62,1,0,1,Dibujo animado,0,2,28,0,0,0,0,0,Complejos,0,0,0,28,1,0,2,2,0
384,60,1,1,0,Comedia,0,2,32,0,0,0,0,0,Complejos,0,0,0,32,1,0,2,2,0
385,30,1,1,0,Animacion,1,4,15,0,1,0,1,1,Complejos,0,0,51.5,30,1,51.5,2,4,12.88
